,Unnamed: 0,State,No,Name,Type,Winning Candidate,Winning Candidate Gender,Winning Party,Winner's Votes,Runner Up Candidate,Runner Up Gender,Runner Up Party,Runner Up Votes,Margin Votes,Year,Party_clean
354,354,Tamil Nadu,6,Arakkonam,GEN,Jeevarathinam R.,M,INC,348516,Kannaiyan M.,M,DMK,171806,176710,1991,INC
355,355,Tamil Nadu,7,Vellore,GEN,Akber Pasha B.,M,INC,383177,Shanmugam P.,M,DMK,184008,199169,1991,INC
356,356,Tamil Nadu,8,Tiruppattur,GEN,Jaya Mohan A.,M,INC,387649,Alagiri K.C.,M,DMK,197188,190461,1991,INC
357,357,Tamil Nadu,9,Vandavasi,GEN,Krishnaswamy M.,M,INC,354451,Venugopal D.,M,DMK,177356,177095,1991,INC
358,358,Tamil Nadu,10,Tindivanam,GEN,Rama Murthee K.,M,INC,341971,Dhayanithi N.,M,DMK,171822,170149,1991,INC
359,359,Tamil Nadu,11,Cuddalore,GEN,Kaliaperumal P.P.,M,INC,360445,Bhuvarahan G.,M,JD,152388,208057,1991,INC
360,360,Tamil Nadu,12,Chidambaram,SC,Vallalperuman P.,M,INC,306121,Sulochana Ayyasamy (W),F,DMK,169231,136890,1991,INC
361,361,Tamil Nadu,13,Dharmapuri,GEN,Thangka Balu K.V.,M,INC,322138,Elangovan P.D.,M,PMK,171649,150489,1991,INC
362,362,Tamil Nadu,14,Krishnagiri,GEN,Rama Murthy K.,M,INC,353033,Manickam R.,M,JD,139919,213114,1991,INC
363,363,Tamil Nadu,15,Rasipuram,SC,Devarajan B.,M,INC,422400,Suhenya I. (W),F,DMK,149415,272985,1991,INC
364,364,Tamil Nadu,16,Salem,GEN,Rangarajanm Kumaramangalam,M,INC,406042,Arthanarisamy K.P.,M,DMK,123474,282568,1991,INC
365,365,Tamil Nadu,17,Tiruchengode,GEN,Soundaram K.S. (W),F,AIADMK,521580,Ramalingam K.P.,M,DMK,207099,314481,1991,AIADMK
366,366,Tamil Nadu,18,Nilgiris,GEN,Prabhu R.,M,INC,387707,Doraisamy S.,M,DMK,206905,180802,1991,INC
367,367,Tamil Nadu,19,Gobichettipalayam,GEN,Narayanan P.G.,M,AIADMK,397431,Lakshmanaiyer G.S.,M,JD,148270,249161,1991,AIADMK
368,368,Tamil Nadu,20,Coimbatore,GEN,Kuppuswamy C.K.,M,INC,408891,Ramani K.,M,CPM,222827,186064,1991,INC
369,369,Tamil Nadu,21,Pollachi,SC,Rajaravivarma B.,M,AIADMK,414810,Dhandapani C.T.,M,DMK,208540,206270,1991,AIADMK
370,370,Tamil Nadu,22,Palani,GEN,Senapathi Gounder A.,M,INC,445897,Kumarsamy K.,M,DMK,185755,260142,1991,INC
371,371,Tamil Nadu,By Polls (1993),Palani,GEN,Kumaraswamy,M,AIADMK,278955,Smt.Subbulaxmi,M,DMK,234070,44885,1991,AIADMK
372,372,Tamil Nadu,23,Dindigul,GEN,C. Srinivasan,M,AIADMK,416652,K. Maya Thevar,M,DMK,192235,224417,1991,AIADMK
373,373,Tamil Nadu,24,Madurai,GEN,Ram Babu A.G.S.,M,INC,425769,Mohan P.,M,CPM,183609,242160,1991,INC
374,374,Tamil Nadu,25,Periyakulam,GEN,R. Ramasamy,M,AIADMK,382759,Rama Krishanan Cumbam,M,DMK,168799,213960,1991,AIADMK
375,375,Tamil Nadu,26,Karur,GEN,Murugesan N.,M,AIADMK,475571,Thirunavukkarasu D.,M,DMK,205602,269969,1991,AIADMK
376,376,Tamil Nadu,27,Tiruchirappalli,GEN,L. Adaikala Raj,M,INC,414628,T.K. Rangarajan,M,CPM,204922,209706,1991,INC
377,377,Tamil Nadu,28,Perambalur,SC,Asokraj A.,M,AIADMK,375430,Ramaswamy S.V.,M,DMK,180480,194950,1991,AIADMK
378,378,Tamil Nadu,29,Mayiladuthurai,GEN,Mani Shankar Aiyar,M,INC,364598,Kaliyanam Kuttalam P.,M,DMK,202661,161937,1991,INC
379,379,Tamil Nadu,30,Nagapattinam,SC,Padma (W),F,INC,327413,Selvarasu M.,M,CPI,301697,25716,1991,INC
380,380,Tamil Nadu,31,Thanjavur,GEN,Thulasiah Vandayar K.,M,INC,381932,Palanimanickam S.,M,DMK,219862,162070,1991,INC
381,381,Tamil Nadu,32,Pudukkottai,GEN,Sundararaj N.,M,INC,460795,Chandrasekaran K.,M,DMK,241074,219721,1991,INC
382,382,Tamil Nadu,33,Sivaganga,GEN,Chindambaram P.,M,INC,402029,Kasinathan V.,M,DMK,173432,228597,1991,INC
383,383,Tamil Nadu,34,Ramanathapuram,GEN,Rajeshwaran V.,M,INC,348415,Kather Batcha Alias Vellaichamy S.,M,DMK,176889,171526,1991,INC
384,384,Tamil Nadu,35,Sivakasi,GEN,Kanga Govindarajulu R.,M,AIADMK,365155,Sri Nivasan A.,M,CPI,202065,163090,1991,AIADMK
385,385,Tamil Nadu,36,Tirunelveli,GEN,Janarthanan M.R.,M,AIADMK,351048,Kandasamy K.P.,M,DMK,197456,153592,1991,AIADMK
386,386,Tamil Nadu,37,Tenkasi,SC,Arunachalam M.,M,INC,381721,Sadhan Thirumalaikumar T.,M,DMK,199635,182086,1991,INC
387,387,Tamil Nadu,38,Tiruchendur,GEN,Dhanushkodi Athinthan R.,M,INC,381521,Anton Gomez G.,M,JD,122745,258776,1991,INC
388,388,Tamil Nadu,39,Nagercoil,GEN,N. Dennis,M,INC,279813,P. Muhammadd Ismail,M,JD,154900,124913,1991,INC
389,389,Tripura,1,Tripura West,GEN,Santosh Mohan Deo,M,INC,464743,Manik Sarkar,M,CPM,35759,428984,1991,INC
390,390,Tripura,2,Tripura East,ST,Bibhu Kumari Devi (W),F,INC,377436,Baju Ban Riyan,M,CPM,30783,346653,1991,INC
391,391,Uttar Pradesh,1,Tehri Garhwal,GEN,Manbendra Shah,M,BJP,158006,Brahm Dutt,M,INC,112103,45903,1991,BJP
392,392,Uttar Pradesh,2,Garhwal,GEN,Bhuwan Chand,M,BJP,173470,Satpalji Maharaj,M,INC,148457,25013,1991,BJP
393,393,Uttar Pradesh,3,Almora,GEN,Jeewan,M,BJP,149761,Harish Chandra Singh Rawat,M,INC,120616,29145,1991,BJP
394,394,Uttar Pradesh,4,Nainital,GEN,Balraj Pasi,M,BJP,167509,Narayan Datt Tiwari,M,INC,156080,11429,1991,BJP
395,395,Uttar Pradesh,5,Bijnor,SC,Mangal Ram Premi,M,BJP,247465,Mayawati (W),F,BSP,159731,87734,1991,BJP
396,396,Uttar Pradesh,6,Amroha,GEN,Chetan Chauhan,M,BJP,225805,Har Govind,M,JD,167928,57877,1991,BJP
397,397,Uttar Pradesh,7,Moradabad,GEN,Gulam Mohammed Khan,M,JD,201739,V.P. Singhal,M,BJP,187761,13978,1991,JD
398,398,Uttar Pradesh,8,Rampur,GEN,Rajendra Kumar Sharma,M,BJP,213429,Zulfiquar Ali Khan,M,INC,163620,49809,1991,BJP
399,399,Uttar Pradesh,9,Sambhal,GEN,Sri Pal Singh,M,JD,120134,Har Pal Singh,M,BJP,118429,1705,1991,JD
400,400,Uttar Pradesh,10,Budaun,GEN,Chinmaya Nand,M,BJP,161957,Sharad Yadav,M,JD,146378,15579,1991,BJP
401,401,Uttar Pradesh,11,Aonla,GEN,Rajveer Singh,M,BJP,156703,Rama Kashyap (W),F,INC,84223,72480,1991,BJP
402,402,Uttar Pradesh,12,Bareilly,GEN,Santosh Kumar Gangwar,M,BJP,232018,Akbar Ahmad,M,INC,194272,37746,1991,BJP
403,403,Uttar Pradesh,13,Pilibhit,GEN,Parashuram,M,BJP,146633,Maneka Gandhi (W),F,JP,139710,6923,1991,BJP
404,404,Uttar Pradesh,14,Shahjahanpur,GEN,Satya Pal Singh Yadav (Siwara),M,JD,137932,Nirbhay Chand Seth,M,BJP,124616,13316,1991,JD
405,405,Uttar Pradesh,15,Kheri,GEN,Gendan Lal Kanaujia,M,BJP,144375,Usha Verma (W),F,INC,107281,37094,1991,BJP
406,406,Uttar Pradesh,16,Shahabad,GEN,Surendra Pal Pathak,M,BJP,128753,Dharmraj Singh,M,INC,97618,31135,1991,BJP
407,407,Uttar Pradesh,17,Sitapur,GEN,Janardan Prasad Misra,M,BJP,134569,Rajendra Kuumari Bajpai (W),F,INC,96863,37706,1991,BJP
408,408,Uttar Pradesh,18,Misrikh,SC,Ram Lal Rahi,M,INC,143083,R.K. Adim,M,BJP,123684,19399,1991,INC
409,409,Uttar Pradesh,19,Hardoi,SC,Jai Prakash,M,BJP,133025,Mitan,M,INC,94768,38257,1991,BJP
410,410,Uttar Pradesh,20,Lucknow,GEN,Atal Bihari Vajpayee,M,BJP,194886,Ranjeet Singh,M,INC,77583,117303,1991,BJP
411,411,Uttar Pradesh,21,Mohanlalganj,SC,Chhotey Lal,M,BJP,104516,Dinesh Kumar Alias D.K. Anand,M,JP,94304,10212,1991,BJP
412,412,Uttar Pradesh,22,Unnao,GEN,Devi Bux Singh,M,BJP,119227,Ziyaurahaman,M,INC,100278,18949,1991,BJP
413,413,Uttar Pradesh,23,Rae Bareli,GEN,Sheila Kaul (W),F,INC,102331,Ashok Kumar Singh,M,JD,98414,3917,1991,INC
414,414,Uttar Pradesh,24,Pratapgarh,GEN,Abhai Pratap Singh,M,JD,110838,Udai Raj Misra,M,BJP,107142,3696,1991,JD
415,415,Uttar Pradesh,25,Amethi,GEN,Rajiv Gandhi,M,INC,187138,Ravindra Pratap,M,BJP,75053,112085,1991,INC
416,416,Uttar Pradesh,By Polls (1991),Amethi,GEN,C. S. K. Sharma,M,INC,178996,M.M.Singh,M,BJP,79687,99309,1991,INC
417,417,Uttar Pradesh,26,Sultanpur,GEN,Vishwanath Dass Shastri,M,BJP,137485,Ram Singh,M,JD,60529,76956,1991,BJP
418,418,Uttar Pradesh,27,Akbarpur,SC,Ram Awadh,M,JD,133060,Bechan Ram,M,BJP,132904,156,1991,JD
419,419,Uttar Pradesh,28,Faizabad,GEN,Vinaya Katiyar,M,BJP,169571,Mitrasen Yadav,M,CPI,112008,57563,1991,BJP
420,420,Uttar Pradesh,29,Barabanki,SC,Ram Sagar,M,JP,121803,Kapil Deo,M,BJP,118005,3798,1991,JP
421,421,Uttar Pradesh,30,Kaiserganj,GEN,Laxmi Narain Mani Tripathi,M,BJP,175495,Maulana Siraj Ahamed,M,JP,132942,42553,1991,BJP
422,422,Uttar Pradesh,31,Bahraich,GEN,Rudrasen Choudhary,M,BJP,174272,Arif Md. Khan,M,IND,111063,63209,1991,BJP
423,423,Uttar Pradesh,32,Balrampur,GEN,Satya Deo Singh,M,BJP,211835,Syed Mujaffar Husain Kichhochwi,M,JP,102380,109455,1991,BJP
424,424,Uttar Pradesh,33,Gonda,GEN,Brij Bhusan Saran Singh,M,BJP,217115,Anand Singh Alish Annu Bhaiya,M,INC,114131,102984,1991,BJP
425,425,Uttar Pradesh,34,Basti,SC,Shyam Lal Kamal,M,BJP,160375,Ram Dularey Sonker,M,JD,88910,71465,1991,BJP
426,426,Uttar Pradesh,35,Domariyaganj,GEN,Rampal Singh,M,BJP,197748,Mohsina Kidwai (W),F,INC,139631,58117,1991,BJP
427,427,Uttar Pradesh,36,Khalilabad,GEN,Asht Bhuja Prasad Shukla,M,BJP,121924,Surendra Yadav,M,JD,116833,5091,1991,BJP
428,428,Uttar Pradesh,37,Bansgaon,SC,Raj Naraiyan,M,BJP,124578,Mahavir Prasad,M,INC,98437,26141,1991,BJP
429,429,Uttar Pradesh,38,Gorakhpur,GEN,Awaidya Nath,M,BJP,228736,Sharda Prasad Rawat,M,JD,137377,91359,1991,BJP
430,430,Uttar Pradesh,39,Maharajganj,GEN,Pankaj Choudhari,M,BJP,155650,Jitendra Singh,M,INC,121923,33727,1991,BJP
431,431,Uttar Pradesh,40,Padrauna,GEN,Ramnagina Mishra,M,BJP,169966,B.N. Singh,M,JD,112158,57808,1991,BJP
432,432,Uttar Pradesh,41,Deoria,GEN,Mohan Singh,M,JD,168444,Govind Prasad Rai,M,BJP,151267,17177,1991,JD
433,433,Uttar Pradesh,42,Salempur,GEN,Harikewal,M,JD,139167,Rambelash,M,BJP,94600,44567,1991,JD
434,434,Uttar Pradesh,43,Ballia,GEN,Chandra Shekhar,M,JP,213066,Jagannath Chaudhari,M,INC,154518,58548,1991,JP
435,435,Uttar Pradesh,44,Ghosi,GEN,Kalp Nath,M,INC,142058,Rajkumar,M,JD,137629,4429,1991,INC
436,436,Uttar Pradesh,45,Azamgarh,GEN,Chandra Jeet,M,JD,156238,Janardan Singh,M,BJP,109605,46633,1991,JD
437,437,Uttar Pradesh,46,Lalganj,SC,Ram Badan,M,JD,129368,Shayam Dhari,M,BJP,119730,9638,1991,JD
438,438,Uttar Pradesh,47,Machhlishahr,GEN,Sheo Saran Verma,M,JD,140442,Raj Keshar Singh,M,BJP,107903,32539,1991,JD
439,439,Uttar Pradesh,48,Jaunpur,GEN,Arjun Singh Yadava,M,JD,153738,Raja Yadvendra Dutt,M,BJP,107958,45780,1991,JD
440,440,Uttar Pradesh,49,Saidpur,SC,Rajnath Sonkar Shastri,M,JD,122933,Ram Sagar,M,BJP,106498,16435,1991,JD
441,441,Uttar Pradesh,50,Ghazipur,GEN,Bishva Nath Shastri,M,CPI,191339,Manoj,M,BJP,159045,32294,1991,CPI
442,442,Uttar Pradesh,51,Chandauli,GEN,Anand Ratan Mourya,M,BJP,135602,Kailash Nath Singh Yadav,M,JD,123305,12297,1991,BJP
443,443,Uttar Pradesh,52,Varanasi,GEN,Sheesh Chandra Dixit,M,BJP,186333,Raj Kishore,M,CPM,145894,40439,1991,BJP
444,444,Uttar Pradesh,53,Robertsganj,SC,Ram Nihore,M,JD,135546,Subedar Prasad,M,BJP,107529,28017,1991,JD
445,445,Uttar Pradesh,54,Mirzapur,GEN,Birendra,M,BJP,163250,Yusuf Baig,M,JD,142645,20605,1991,BJP
446,446,Uttar Pradesh,55,Phulpur,GEN,Ram Pujan Patel,M,JD,150640,Beni Madho Bind,M,BSP,91039,59601,1991,JD
447,447,Uttar Pradesh,56,Allahabad,GEN,Saroj Dubey (W),F,JD,114898,Shyama Charan Gupta,M,BJP,109702,5196,1991,JD
448,448,Uttar Pradesh,57,Chail,SC,Shashi Prakash,M,JD,121260,Manju Chandra (W),F,BJP,96885,24375,1991,JD
449,449,Uttar Pradesh,58,Fatehpur,GEN,Vishwa Nath Pratap Singh,M,JD,191518,Vijai Sachan,M,BJP,54909,136609,1991,JD
450,450,Uttar Pradesh,59,Banda,GEN,Prakash Narain,M,BJP,101836,Babulal Kushwaha,M,BSP,91652,10184,1991,BJP
451,451,Uttar Pradesh,60,Hamirpur,GEN,Vishwanath Sharma,M,BJP,94137,Ganga Charan Rajput,M,JD,90092,4045,1991,BJP
452,452,Uttar Pradesh,61,Jhansi,GEN,Rajendra Agnihotri,M,BJP,185185,Om Prakash Richariya,M,IND,103114,82071,1991,BJP
453,453,Uttar Pradesh,62,Jalaun,SC,Gaya Prasad Kori,M,BJP,151007,Rama Dhin,M,BSP,105355,45652,1991,BJP
454,454,Uttar Pradesh,63,Ghatampur,SC,Keshari Lal,M,JD,139560,Ram Nath Kovind,M,BJP,95913,43647,1991,JD
455,455,Uttar Pradesh,64,Bilhaur,GEN,Shyam Bihari Mishra,M,BJP,137421,Kuwar Sarwan Kumar Singh,M,JP,95797,41624,1991,BJP
456,456,Uttar Pradesh,65,Kanpur,GEN,Jagatveer Singh Bron,M,BJP,193275,R.N. Pathak,M,INC,79654,113621,1991,BJP
457,457,Uttar Pradesh,66,Etawah,GEN,Kanshi Ram,M,BSP,144290,Lal Singh Verma,M,BJP,121824,22466,1991,BSP
458,458,Uttar Pradesh,67,Kannauj,GEN,Chhote Singh Yadav,M,JP,172594,T.N. Chaturvedi,M,BJP,111419,61175,1991,JP
459,459,Uttar Pradesh,68,Farrukhabad,GEN,Salman Khurseed,M,INC,142842,Anwar Mohaammad Khan,M,JP,104692,38150,1991,INC
460,460,Uttar Pradesh,69,Mainpuri,GEN,Udai Pratap Singh,M,JP,126463,Ram Naresh Agnihotri,M,BJP,114298,12165,1991,JP
461,461,Uttar Pradesh,70,Jalesar,GEN,Swamy Sureshnand,M,BJP,115113,Sushella Brijraj Singh (W),F,JD,90821,24292,1991,BJP
462,462,Uttar Pradesh,71,Etah,GEN,Mahadeepak Singh,M,BJP,148169,Latoori Singh,M,JP,123937,24232,1991,BJP
463,463,Uttar Pradesh,72,Firozabad,SC,Prabhu Dayal Katheria,M,BJP,130375,Shiv Narayan Gautam,M,JD,129043,1332,1991,BJP
464,464,Uttar Pradesh,73,Agra,GEN,Bhagwan Shanker Rawat,M,BJP,187328,Ajay Singh /O Bhagwan Singh,M,JD,124202,63126,1991,BJP
465,465,Uttar Pradesh,74,Mathura,GEN,Swami Sakshi Ji,M,BJP,156523,Laxmi Narayan Chaudhary,M,JD,141011,15512,1991,BJP
466,466,Uttar Pradesh,75,Hathras,SC,Lal Bahadur Rawal,M,BJP,183628,Mul Chandra,M,JD,109284,74344,1991,BJP
467,467,Uttar Pradesh,76,Aligarh,GEN,Shila Devi Gautam (W),F,BJP,177161,Baldev Singh,M,JD,164686,12475,1991,BJP
468,468,Uttar Pradesh,77,Khurja,SC,Roshan,M,JD,188737,Lakshmi Chand,M,BJP,165520,23217,1991,JD
469,469,Uttar Pradesh,78,Bulandshahr,GEN,Chhatterpal,M,BJP,163929,Imtyaj Mohd. Khan,M,INC,115119,48810,1991,BJP
470,470,Uttar Pradesh,79,Hapur,GEN,Ramesh Chandra Tomer,M,BJP,190730,K.C. Tyagi,M,JD,166516,24214,1991,BJP
471,471,Uttar Pradesh,81,Baghpat,GEN,Ajit Singh,M,JD,288742,Zile Singh,M,INC,91634,197108,1991,JD
472,472,Uttar Pradesh,82,Muzaffarnagar,GEN,Naresh Kumar Baliyan,M,BJP,271638,Mufti Mohammed Sayeed,M,JD,175987,95651,1991,BJP
473,473,Uttar Pradesh,83,Kairana,GEN,Harpal,M,JD,223892,Udayvir Singh,M,BJP,201223,22669,1991,JD
474,474,Uttar Pradesh,84,Saharanpur,GEN,Rashed Masood,M,JD,246445,Naqali Singh,M,BJP,228103,18342,1991,JD
475,475,Uttar Pradesh,85,Hardwar,SC,Ram Singh,M,BJP,205182,Dharam Singh,M,JD,197985,7197,1991,BJP
476,476,West Bengal,1,Cooch Behar,SC,Amar Roy Pradhan,M,FBL,414037,Sabita Ray (W),F,INC,281805,132232,1991,FBL
477,477,West Bengal,2,Alipurduars,ST,Pius Tirkey,M,RSP,365370,Philip Minj,M,INC,235258,130112,1991,RSP
478,478,West Bengal,3,Jalpaiguri,GEN,Jitendra Nath Das,M,CPI,364285,Tushar Kanti Choudhuri,M,INC,249929,114356,1991,CPI
479,479,West Bengal,4,Darjeeling,GEN,Inder Jeet,M,INC,354645,Ananda Pathak,M,CPM,302748,51897,1991,INC
480,480,West Bengal,5,Raiganj,GEN,Sybarta Mukerjee,M,CPI,310167,Golam Yazdani,M,INC,280199,29968,1991,CPI
481,481,West Bengal,6,Balurghat,SC,Palas Barman,M,RSP,353159,Rasendra Nath Barman,M,INC,267078,86081,1991,RSP
482,482,West Bengal,7,Malda,GEN,Abul Barkat Ataul G K Choudhury,M,INC,291835,Sailen Sarkar,M,CPM,290015,1820,1991,INC
483,483,West Bengal,8,Jangipur,GEN,Abedin Zainal,M,CPI,303254,Mannan Hossain,M,INC,256615,46639,1991,CPI
484,484,West Bengal,9,Murshidabad,GEN,Masudal Hossain Syed,M,CPI,382003,Ali Hossain Mondal,M,INC,269402,112601,1991,CPI
485,485,West Bengal,10,Berhampore,GEN,Nani Bhatacharyya,M,RSP,345678,Kumar Dipti Sengupta,M,INC,266469,79209,1991,RSP
486,486,West Bengal,11,Krishnanagar,GEN,Ajoy Mukhopadhyay,M,CPI,324508,Jyotirmoy Bhattacharjee (Nitu),M,INC,264933,59575,1991,CPI
487,487,West Bengal,12,Nabadwip,SC,Asim Bala,M,CPI,418374,Apuurbalal Majumdar,M,INC,351797,66577,1991,CPI
488,488,West Bengal,13,Barasat,GEN,Chitta Basu,M,FBL,382896,Ashok Krishna Dutt,M,INC,338475,44421,1991,FBL
489,489,West Bengal,14,Basirhat,GEN,Monoranjan Sur,M,CPI,357774,Sardar Amjad Ali,M,INC,286132,71642,1991,CPI
490,490,West Bengal,15,Joynagar,SC,Sanat Kumar Mandal,M,RSP,338408,Naraiyan Naskar,M,INC,206103,132305,1991,RSP
491,491,West Bengal,16,Mathurapur,SC,Radhika Ranjan Pramanick,M,CPI,342708,Monoranjan Haldher,M,INC,322962,19746,1991,CPI
492,492,West Bengal,17,Diamond Harbour,GEN,Amal Dutta,M,CPI,338884,Maya Ghosh (W),F,INC,293372,45512,1991,CPI
493,493,West Bengal,18,Jadavpur,GEN,Malini Bhattacharya (W),F,CPI,398896,Santosh Bhattacharya,M,INC,348595,50301,1991,CPI
494,494,West Bengal,19,Barrackpore,GEN,Tarit Barban Topdar,M,CPI,324025,Devi Ghoshal,M,INC,264173,59852,1991,CPI
495,495,West Bengal,20,Dum Dum,GEN,Nirmal Kanti Chatterjee,M,CPI,446564,Lal Bahadur Singh,M,INC,341699,104865,1991,CPI
496,496,West Bengal,21,Calcutta North West,GEN,Debi Prosad Pal,M,INC,166227,Dilip Chakravarty,M,JD,134408,31819,1991,INC
497,497,West Bengal,22,Calcutta North East,GEN,Ajit Kumar Panja,M,INC,276399,Pratap Chandra,M,JD,204943,71456,1991,INC
498,498,West Bengal,23,Calcutta South,GEN,Mamata Banerjee (W),F,INC,367896,Biplab Das Gupta,M,CPM,274233,93663,1991,INC
499,499,West Bengal,24,Howrah,GEN,Susanta Chakraborty S/O Sudhir,M,CPI,351744,Priya Ranjan Das Munshi,M,INC,344364,7380,1991,CPI
500,500,West Bengal,25,Uluberia,GEN,Hannan Mollah,M,CPI,371955,Minati Adhikari (W),F,INC,294474,77481,1991,CPI
501,501,West Bengal,26,Serampore,GEN,Sudarsan Roy Chowdhury,M,CPI,366535,Bimalkanti Ghosh,M,INC,322038,44497,1991,CPI
502,502,West Bengal,27,Hooghly,GEN,Rupchand Pal,M,CPI,383238,Umasnkar Halder,M,INC,327579,55659,1991,CPI
503,503,West Bengal,28,Arambagh,GEN,Anil Basu,M,CPI,448318,Sk. Hasan Imam,M,INC,300046,148272,1991,CPI
504,504,West Bengal,29,Panskura,GEN,Gita Mukherjee (W),F,CPI,391509,Sudhanshu Bhowmik,M,INC,265209,126300,1991,CPI
505,505,West Bengal,30,Tamluk,GEN,Satyagopal Misra,M,CPI,352139,Jayanta Bhattacharya,M,INC,351077,1062,1991,CPI
506,506,West Bengal,31,Contai,GEN,Sudhir Giri,M,CPI,323390,Abha Maiti (W),F,INC,300274,23116,1991,CPI
507,507,West Bengal,32,Midnapore,GEN,Indrajit Gupta,M,CPI,396281,Birendra Bijoy Malladev,M,INC,232758,163523,1991,CPI
508,508,West Bengal,33,Jhargram,ST,Rupchand Murmu,M,CPI,375760,Amiya Kisku,M,JKP,223453,152307,1991,CPI
509,509,West Bengal,34,Purulia,GEN,Chitta Ranjan Mahata,M,FBL,336105,Sanat Mukherjee,M,INC,210165,125940,1991,FBL
510,510,West Bengal,By Polls (1991),Purulia,GEN,B. Mahato,M,FBL,356604,K.P.S.Deo,M,INC,222868,133736,1991,FBL
511,511,West Bengal,35,Bankura,GEN,Basudev Acharia,M,CPI,374058,Brajabasi Biswas,M,INC,191435,182623,1991,CPI
512,512,West Bengal,36,Vishnupur,SC,Sukhendu Khan,M,CPI,422385,Sadhan Majhi,M,INC,232112,190273,1991,CPI
513,513,West Bengal,37,Durgapur,SC,Purna Chandra Malik,M,CPI,415011,Bhagabat Maji,M,INC,230395,184616,1991,CPI
514,514,West Bengal,38,Asansol,GEN,Haradhan Roy,M,CPI,316504,Deba Prasad Roy,M,INC,221646,94858,1991,CPI
515,515,West Bengal,39,Burdwan,GEN,Sudhir Ray,M,CPI,479721,Asit Baran Patra,M,INC,257829,221892,1991,CPI
516,516,West Bengal,40,Katwa,GEN,Saifuddin Chowdhry,M,CPI,404358,Nurul Islam,M,IND,249634,154724,1991,CPI
517,517,West Bengal,41,Bolpur,GEN,Chatterjee Somnath,M,CPI,394496,Jivan Mukhopadhyay,M,IND,167872,226624,1991,CPI
518,518,West Bengal,42,Birbhum,SC,Dome Ramchandra,M,CPI,334307,Subhendu Mondal,M,INC,171276,163031,1991,CPI
519,519,Andaman and Nicobar Islands,1,Andaman & Nicobar Islands,GEN,Manoranjan Bhakta,M,INC,54075,Tapan Bepari,M,CPM,47374,6701,1991,INC
520,520,Chandigarh,1,Chandigarh,GEN,Pawan Kumar Bansal,M,INC,76628,Satya Pal Jain,M,BJP,61533,15095,1991,INC
521,521,Dadra And Nagar Haveli,1,Dadra And Nagar Haveli,ST,Delkar Mohanbhai Sanjibhai,M,INC,29907,Patel Ritaben Amrutbhai (W),F,BJP,17142,12765,1991,INC
522,522,Daman And Diu,1,Daman And Diu,GEN,Tandel Dev Ji Jogi Bhai,M,BJP,12095,Tandel Gopal Bhai Kalyan Bhai,M,IND,9808,2287,1991,BJP
523,523,Delhi,1,New Delhi,GEN,Lal Krishan Advani,M,BJP,93662,Rajesh Khanna,M,INC,92073,1589,1991,BJP
524,524,Delhi,By Polls (1992),New Delhi,GEN,R.Khanna,M,INC,101625,S.Sinha,M,BJP,73369,28256,1991,INC
525,525,Delhi,2,South Delhi,GEN,Madan Lal Khurana,M,BJP,208728,Romesh Bhandari,M,INC,158005,50723,1991,BJP
526,526,Delhi,3,Outer Delhi,GEN,Sajjan Kumar,M,INC,346259,Sahib Singh Verma,M,BJP,259468,86791,1991,INC
527,527,Delhi,4,East Delhi,GEN,B.L. Sharma Prem',M,BJP,303141,H.K.L. Bhagat,M,INC,241316,61825,1991,BJP
528,528,Delhi,5,Chandni Chowk,GEN,Tara Chand Khandelwal,M,BJP,80898,Jai Prakash Aggrawal S/O Ram Charan,M,INC,78124,2774,1991,BJP
529,529,Delhi,6,Delhi Sadar,GEN,Jagdish Tytler,M,INC,137453,Vijay Kumar Malhotra,M,BJP,123362,14091,1991,INC
530,530,Delhi,7,Karol Bagh,SC,Kalka Dass,M,BJP,101897,Krishna Tirath (W),F,INC,99397,2500,1991,BJP
531,531,Lakshadweep,1,Lakshadweep,ST,P.M. Sayeed,M,INC,12801,Mohammed Koya Kunnamkulam,M,JD,12520,281,1991,INC
532,532,Pondicherry,1,Pondicherry,GEN,M.D.H. Farook,M,INC,207922,P.K. Lognathan,M,DMK,140313,67609,1991,INC
